sentence,pseudo_that,context,embedded_clause,matrix_verb_to_cc,verb,verb_in_text,embedded_clause_n,comp_type,context_verb,context_verb_n,embedded_n_sum,verb_sum
"Christopher John Farley of TIME commented Houston "" particularly held her own "" , with a "" masterly balance of pop , zip , and soulful melancholy "".","Christopher John Farley of TIME commented Houston "" particularly held her own "" , with a "" masterly balance of pop , zip , and soulful melancholy "".",Christopher John Farley of TIME,"Houston "" particularly held her own "" , with a "" masterly balance of pop , zip , and soulful melancholy "".",0,comment,commented,"Christopher John Farley of TIME commented Houston "" particularly held her",none,Christopher John Farley of TIME commented,"Christopher John Farley of TIME commented Houston "" particularly held her",68.6787765,10.55517447
"Steve Knopper of Newsday wrote : "" It 's lower @-@ key and the singer , who also stars in the film , doesn 't feel compelled to perform constant vocal feats.","Steve Knopper of Newsday wrote : "" It 's lower @-@ key and the singer , who also stars in the film , doesn 't feel compelled to perform constant vocal feats.",Steve Knopper of Newsday,": "" It 's lower @-@ key and the singer , who also stars in the film , doesn 't feel compelled to perform constant vocal feats.",0,write,wrote,"Steve Knopper of Newsday wrote : "" It 's lower",none,Steve Knopper of Newsday wrote,"Steve Knopper of Newsday wrote : "" It 's lower",53.0792979,4.493826628
""" A writer for Boston Herald noted that the song was "" understated "".",""" A writer for Boston Herald noted the song was "" understated "".",""" A writer for Boston Herald","the song was "" understated "".",0,note,noted,""" A writer for Boston Herald noted the song was "" understated",that,""" A writer for Boston Herald noted",""" A writer for Boston Herald noted the song was "" understated",41.66308737,9.883603811
"Similarly , Larry Flick of Billboard commented that the song should have been released as the follow @-@ up to "" Exhale ( Shoop Shoop ) "".","Similarly , Larry Flick of Billboard commented the song should have been released as the follow @-@ up to "" Exhale ( Shoop Shoop ) "".","Similarly , Larry Flick of Billboard","the song should have been released as the follow @-@ up to "" Exhale ( Shoop Shoop ) "".",0,comment,commented,"Similarly , Larry Flick of Billboard commented the song should have been",that,"Similarly , Larry Flick of Billboard commented","Similarly , Larry Flick of Billboard commented the song should have been",25.05266058,8.21541214
"Deborah Wilker of South Florida Sun @-@ Sentinel was mixed in her review commenting that the song was a "" predictably histrionic follow @-@ up "" to "" Exhale ( Shoop Shoop ) "".","Deborah Wilker of South Florida Sun @-@ Sentinel was mixed in her review commenting the song was a "" predictably histrionic follow @-@ up "" to "" Exhale ( Shoop Shoop ) "".",Deborah Wilker of South Florida Sun @-@ Sentinel was mixed in her review,"the song was a "" predictably histrionic follow @-@ up "" to "" Exhale ( Shoop Shoop ) "".",0,comment,commenting,"Deborah Wilker of South Florida Sun @-@ Sentinel was mixed in her review commenting the song was a """,that,Deborah Wilker of South Florida Sun @-@ Sentinel was mixed in her review commenting,"Deborah Wilker of South Florida Sun @-@ Sentinel was mixed in her review commenting the song was a """,26.43028677,19.31746483
"She noted that "" [ the ] ballad ' Why Does It Hurt So Bad ' is [ more ] standard Whitney @-@ fare "".","She noted that "" [ the ] ballad ' Why Does It Hurt So Bad ' is [ more ] standard Whitney @-@ fare "".",She,"that "" [ the ] ballad ' Why Does It Hurt So Bad ' is [ more ] standard Whitney @-@ fare "".",0,note,noted,"She noted that "" [ the ]",none,She noted,"She noted that "" [ the ]",37.00767058,11.39632988
"With the formation of an eye , the Dvorak technique rendered an intensity of 75 mph ( 120 km / h ) , signifying that Omar had intensified into a hurricane.","With the formation of an eye , the Dvorak technique rendered an intensity of 75 mph ( 120 km / h ) , signifying Omar had intensified into a hurricane.","With the formation of an eye , the Dvorak technique rendered an intensity of 75 mph ( 120 km / h ) ,",Omar had intensified into a hurricane.,0,signify,signifying,"With the formation of an eye , the Dvorak technique rendered an intensity of 75 mph ( 120 km / h ) , signifying Omar had intensified into a",that,"With the formation of an eye , the Dvorak technique rendered an intensity of 75 mph ( 120 km / h ) , signifying","With the formation of an eye , the Dvorak technique rendered an intensity of 75 mph ( 120 km / h ) , signifying Omar had intensified into a",53.12392232,14.92455497
Ambassadors of France and Spain urged Bernis to insist that the election of the future pope be made to depend on his written engagement to suppress the Jesuits.,Ambassadors of France and Spain urged Bernis to insist the election of the future pope be made to depend on his written engagement to suppress the Jesuits.,Ambassadors of France and Spain urged Bernis to,the election of the future pope be made to depend on his written engagement to suppress the Jesuits.,0,insist,insist,Ambassadors of France and Spain urged Bernis to insist the election of the future,that,Ambassadors of France and Spain urged Bernis to insist,Ambassadors of France and Spain urged Bernis to insist the election of the future,28.02030331,10.27693367
"Bernis refused , answering that demanding from the future pope a written or oral promise to destroy the Society of Jesus would be in violation of the canon law.","Bernis refused , answering demanding from the future pope a written or oral promise to destroy the Society of Jesus would be in violation of the canon law.","Bernis refused ,",demanding from the future pope a written or oral promise to destroy the Society of Jesus would be in violation of the canon law.,0,answer,answering,"Bernis refused , answering demanding from the future pope",that,"Bernis refused , answering","Bernis refused , answering demanding from the future pope",50.32910299,12.76524448
"They paid attention to the only friar in the Sacred College , Cardinal Lorenzo Ganganelli , O.F.M.Conv. The attitude of Ganganelli towards the Jesuits was a great mystery – he had been educated by the Jesuits and it was said that he received the red hat at the instance of Father Lorenzo Ricci , general of the Society of Jesus , but during the pontificate of Clement XIII he did not engage himself in the defence of the Order.","They paid attention to the only friar in the Sacred College , Cardinal Lorenzo Ganganelli , O.F.M.Conv. The attitude of Ganganelli towards the Jesuits was a great mystery – he had been educated by the Jesuits and it was said he received the red hat at the instance of Father Lorenzo Ricci , general of the Society of Jesus , but during the pontificate of Clement XIII he did not engage himself in the defence of the Order.","They paid attention to the only friar in the Sacred College , Cardinal Lorenzo Ganganelli , O.F.M.Conv. The attitude of Ganganelli towards the Jesuits was a great mystery – he had been educated by the Jesuits and it was","he received the red hat at the instance of Father Lorenzo Ricci , general of the Society of Jesus , but during the pontificate of Clement XIII he did not engage himself in the defence of the Order.",0,say,said,"They paid attention to the only friar in the Sacred College , Cardinal Lorenzo Ganganelli , O.F.M.Conv. The attitude of Ganganelli towards the Jesuits was a great mystery – he had been educated by the Jesuits and it was said he received the red hat",that,"They paid attention to the only friar in the Sacred College , Cardinal Lorenzo Ganganelli , O.F.M.Conv. The attitude of Ganganelli towards the Jesuits was a great mystery – he had been educated by the Jesuits and it was said","They paid attention to the only friar in the Sacred College , Cardinal Lorenzo Ganganelli , O.F.M.Conv. The attitude of Ganganelli towards the Jesuits was a great mystery – he had been educated by the Jesuits and it was said he received the red hat",33.59914875,6.225609846
"Ganganelli answered that "" he recognized in the sovereign pontiff the right to extinguish , with good conscience , the Society of Jesus , provided he observed the canon law ; and that it was desirable that the pope should do everything in his power to satisfy the wishes of the Crowns "".","Ganganelli answered "" he recognized in the sovereign pontiff the right to extinguish , with good conscience , the Society of Jesus , provided he observed the canon law ; and that it was desirable that the pope should do everything in his power to satisfy the wishes of the Crowns "".",Ganganelli,""" he recognized in the sovereign pontiff the right to extinguish , with good conscience , the Society of Jesus , provided he observed the canon law ; and that it was desirable that the pope should do everything in his power to satisfy the wishes of the Crowns "".",0,answer,answered,"Ganganelli answered "" he recognized in the",that,Ganganelli answered,"Ganganelli answered "" he recognized in the",46.03300285,14.98778725
