sentence,pseudo_that,matrix_verb_to_cc,verb,verb_in_text,comp_type,context,context_verb,context_verb_n,embedded_n_sum,verb_sum
"Within the first nine hours 32 aftershocks of magnitude 4 @.@ 2 or greater were recorded , 12 of which measured magnitude 5 @.@ 0 or greater , and on 24 January USGS reported that there had been 52 aftershocks measuring 4 @.@ 5 or greater since 12 January quake.","Within the first nine hours 32 aftershocks of magnitude 4 @.@ 2 or greater were recorded , 12 of which measured magnitude 5 @.@ 0 or greater , and on 24 January USGS reported there had been 52 aftershocks measuring 4 @.@ 5 or greater since 12 January quake.",0,report,reported,that,"Within the first nine hours 32 aftershocks of magnitude 4 @.@ 2 or greater were recorded , 12 of which measured magnitude 5 @.@ 0 or greater , and on 24 January USGS","Within the first nine hours 32 aftershocks of magnitude 4 @.@ 2 or greater were recorded , 12 of which measured magnitude 5 @.@ 0 or greater , and on 24 January USGS reported","Within the first nine hours 32 aftershocks of magnitude 4 @.@ 2 or greater were recorded , 12 of which measured magnitude 5 @.@ 0 or greater , and on 24 January USGS reported there had been 52 aftershocks",29.99011472,2.873380661
"USGS reported its epicenter was about 56 km ( 35 mi ) WSW of Port @-@ au @-@ Prince , which would place it almost exactly under the coastal town of Petit @-@ Goâve.","USGS reported its epicenter was about 56 km ( 35 mi ) WSW of Port @-@ au @-@ Prince , which would place it almost exactly under the coastal town of Petit @-@ Goâve.",0,report,reported,none,USGS,USGS reported,USGS reported its epicenter was about 56,45.9650414,11.04620409
A UN representative reported that the aftershock collapsed seven buildings in the town.,A UN representative reported the aftershock collapsed seven buildings in the town.,0,report,reported,that,A UN representative,A UN representative reported,A UN representative reported the aftershock collapsed seven buildings,64.48677111,10.05798626
"There are concerns that 12 January earthquake could be the beginning of a new long @-@ term sequence : "" the whole region is fearful "" ; historical accounts , although not precise , suggest that there has been a sequence of quakes progressing westwards along the fault , starting with an earthquake in the Dominican Republic in 1751.","There are concerns that 12 January earthquake could be the beginning of a new long @-@ term sequence : "" the whole region is fearful "" ; historical accounts , although not precise , suggest there has been a sequence of quakes progressing westwards along the fault , starting with an earthquake in the Dominican Republic in 1751.",0,suggest,suggest,that,"There are concerns that 12 January earthquake could be the beginning of a new long @-@ term sequence : "" the whole region is fearful "" ; historical accounts , although not precise ,","There are concerns that 12 January earthquake could be the beginning of a new long @-@ term sequence : "" the whole region is fearful "" ; historical accounts , although not precise , suggest","There are concerns that 12 January earthquake could be the beginning of a new long @-@ term sequence : "" the whole region is fearful "" ; historical accounts , although not precise , suggest there has been a sequence",22.31368196,3.63781023
"Witnesses told reporters that the sea first retreated and a "" very big wave "" followed rapidly , crashing ashore and sweeping boats and debris into the ocean.","Witnesses told reporters the sea first retreated and a "" very big wave "" followed rapidly , crashing ashore and sweeping boats and debris into the ocean.",1,tell,told,that,Witnesses,Witnesses told,Witnesses told reporters the sea first retreated and,60.07888079,6.089412212
"When asked why the road had not been opened , Hazem el @-@ Zein , head of the south @-@ east division of the UN World Food Programme said that "" We ask the same questions to the people in charge ... They promise rapid response.","When asked why the road had not been opened , Hazem el @-@ Zein , head of the south @-@ east division of the UN World Food Programme said "" We ask the same questions to the people in charge ... They promise rapid response.",1,say,said,that,"When asked why the road had not been opened , Hazem el @-@ Zein , head of the south @-@ east division of the UN World Food Programme","When asked why the road had not been opened , Hazem el @-@ Zein , head of the south @-@ east division of the UN World Food Programme said","When asked why the road had not been opened , Hazem el @-@ Zein , head of the south @-@ east division of the UN World Food Programme said "" We ask the same questions",32.77620476,3.045534253
I can only think that their priority must be somewhere else.,I can only think their priority must be somewhere else.,0,think,think,that,I can only,I can only think,I can only think their priority must be somewhere,45.94362211,4.535503864
"The public telephone system was not available , and two of Haiti 's largest cellular telephone providers , Digicel and Comcel Haiti , both reported that their services had been affected by the earthquake.","The public telephone system was not available , and two of Haiti 's largest cellular telephone providers , Digicel and Comcel Haiti , both reported their services had been affected by the earthquake.",0,report,reported,that,"The public telephone system was not available , and two of Haiti 's largest cellular telephone providers , Digicel and Comcel Haiti , both","The public telephone system was not available , and two of Haiti 's largest cellular telephone providers , Digicel and Comcel Haiti , both reported","The public telephone system was not available , and two of Haiti 's largest cellular telephone providers , Digicel and Comcel Haiti , both reported their services had been affected",21.10368413,7.706113815
"In February 2010 Prime Minister Jean @-@ Max Bellerive estimated that 250 @,@ 000 residences and 30 @,@ 000 commercial buildings were severely damaged and needed to be demolished.","In February 2010 Prime Minister Jean @-@ Max Bellerive estimated 250 @,@ 000 residences and 30 @,@ 000 commercial buildings were severely damaged and needed to be demolished.",0,estimate,estimated,that,In February 2010 Prime Minister Jean @-@ Max Bellerive,In February 2010 Prime Minister Jean @-@ Max Bellerive estimated,"In February 2010 Prime Minister Jean @-@ Max Bellerive estimated 250 @,@ 000 residences and",74.02169037,11.99747825
The deputy mayor of Léogâne reported that 90 percent of the town 's buildings had been destroyed.,The deputy mayor of Léogâne reported 90 percent of the town 's buildings had been destroyed.,0,report,reported,that,The deputy mayor of Léogâne,The deputy mayor of Léogâne reported,The deputy mayor of Léogâne reported 90 percent of the town,27.70484035,11.47431278
