sentence,pseudo_that,verb,comp_type
"They briefly considered playing an impromptu concert in the city , with Bono suggesting that they perform in the bunker where Carter and his friends hid during the siege.","They briefly considered playing an impromptu concert in the city , with Bono suggesting they perform in the bunker where Carter and his friends hid during the siege.",suggest,that
"He said , "" even if all we get is some extra attention for Bosnia on MTV , that 's something "".","He said , "" even if all we get is some extra attention for Bosnia on MTV , that 's something "".",say,none
"Manager Paul McGuinness realized that even if the band managed to organize a concert , it would endanger their lives and those of the audience and the Zoo TV crew.","Manager Paul McGuinness realized even if the band managed to organize a concert , it would endanger their lives and those of the audience and the Zoo TV crew.",realize,that
"I think it would endanger the people we go with , endanger the tour , and endanger the band.","I think it would endanger the people we go with , endanger the tour , and endanger the band.",think,none
""" Drummer Larry Mullen , Jr. feared that the move would look like a publicity stunt.",""" Drummer Larry Mullen , Jr. feared the move would look like a publicity stunt.",fear,that
U2 stopped the broadcasts in August 1993 after learning that the Siege of Sarajevo was being reported on the front of many British newspapers.,U2 stopped the broadcasts in August 1993 after learning the Siege of Sarajevo was being reported on the front of many British newspapers.,learn,that
"Though this trend had begun before the band 's first Sarajevo transmission , Nathan Jackson suggested that U2 's actions had brought awareness of the situation to their fans and to the British public indirectly.","Though this trend had begun before the band 's first Sarajevo transmission , Nathan Jackson suggested U2 's actions had brought awareness of the situation to their fans and to the British public indirectly.",suggest,that
Many fans felt the transmissions disrupted the flow of the concerts.,Many fans felt the transmissions disrupted the flow of the concerts.,feel,none
"One writer for NME wrote , "" The Bosnian linkup was beyond bad taste.","One writer for NME wrote , "" The Bosnian linkup was beyond bad taste.",write,none
""" Bono thought that they were bringing the public 's attention to an important event , though he admitted that the link @-@ ups were the most difficult thing the band had done in their career.",""" Bono thought they were bringing the public 's attention to an important event , though he admitted that the link @-@ ups were the most difficult thing the band had done in their career.",think,that
"Guitarist The Edge said , "" We don 't normally see that kind of cold hard news.","Guitarist The Edge said , "" We don 't normally see that kind of cold hard news.",say,none
"And for that reason I think it affected people very much , including us.","And for that reason I think it affected people very much , including us.",think,none
""" Mullen worried that the band were exploiting the Bosnians ' suffering for entertainment.",""" Mullen worried the band were exploiting the Bosnians ' suffering for entertainment.",worry,that
"During a transmission from the band 's concert at Wembley Stadium , three women in Sarajevo asked what the band intended to do to help before telling Bono , "" We know you 're not going to do anything for us.","During a transmission from the band 's concert at Wembley Stadium , three women in Sarajevo asked what the band intended to do to help before telling Bono , "" We know you 're not going to do anything for us.",know,none
You 're going to forget that we even exist.,You 're going to forget we even exist.,forget,that
""" During a transmission to a Glasgow concert , a Bosnian woman told the concert audience , "" We would like to hear the music , too , but we hear only the screams of wounded and tortured people and raped women.",""" During a transmission to a Glasgow concert , a Bosnian woman told the concert audience , "" We would like to hear the music , too , but we hear only the screams of wounded and tortured people and raped women.",tell,none
"During the pageant , all of the participants walked onto the stage carrying a banner that said , "" Don 't let them kill us "".","During the pageant , all of the participants walked onto the stage carrying a banner that said , "" Don 't let them kill us "".",say,none
"The winner of the pageant , 17 @-@ year @-@ old Inela Nogić , later said the pageant "" was a crazy thing to do during a war.","The winner of the pageant , 17 @-@ year @-@ old Inela Nogić , later said the pageant "" was a crazy thing to do during a war.",say,none
""" Years later , Bono said , "" It was pure Dada and it deserved to be celebrated in song.",""" Years later , Bono said , "" It was pure Dada and it deserved to be celebrated in song.",say,none
""" Of the song 's meaning , he said , "" Everywhere people had heard their call for help — but help never came.",""" Of the song 's meaning , he said , "" Everywhere people had heard their call for help — but help never came.",say,none
