sentence,pseudo_that,matrix_verb_to_cc,verb,verb_in_text,comp_type,context,context_verb,context_verb_n,embedded_n_sum,verb_sum
Brown and his wives have said they participated with the show to make the public more aware of polygamist families and to combat societal prejudices.,Brown and his wives have said they participated with the show to make the public more aware of polygamist families and to combat societal prejudices.,0,say,said,none,Brown and his wives have,Brown and his wives have said,Brown and his wives have said they participated with the show,38.97948277,6.755313873
"Brown believes his polygamist arrangement is legal because he is legally married only to one woman , and the other marriages are spiritual unions.","Brown believes his polygamist arrangement is legal because he is legally married only to one woman , and the other marriages are spiritual unions.",0,believe,believes,none,Brown,Brown believes,Brown believes his polygamist arrangement is legal,50.95076253,10.67569256
"Bill Hayes , the president of Figure 8 Films , said the company agreed to the idea after meeting with the Browns and deciding their lives would make a great story.","Bill Hayes , the president of Figure 8 Films , said the company agreed to the idea after meeting with the Browns and deciding their lives would make a great story.",0,say,said,none,"Bill Hayes , the president of Figure 8 Films ,","Bill Hayes , the president of Figure 8 Films , said","Bill Hayes , the president of Figure 8 Films , said the company agreed to the",21.38288051,2.987926006
"Bill Hayes , the president of Figure 8 Films , said the company agreed to the idea after meeting with the Browns and deciding their lives would make a great story.","Bill Hayes , the president of Figure 8 Films , said the company agreed to the idea after meeting with the Browns and deciding their lives would make a great story.",0,say,said,none,"Bill Hayes , the president of Figure 8 Films ,","Bill Hayes , the president of Figure 8 Films , said","Bill Hayes , the president of Figure 8 Films , said the company agreed to the",21.38288051,2.987926006
"In October 2010 , TLC announced it had commissioned a second season , which began in March 2011.","In October 2010 , TLC announced it had commissioned a second season , which began in March 2011.",0,announce,announced,none,"In October 2010 , TLC","In October 2010 , TLC announced","In October 2010 , TLC announced it had commissioned a second",25.070822,2.464962959
"However , Kody upsets his wives when he reveals he secretly chose Robyn 's wedding dress himself , which makes Christine feel so betrayed that she angrily walks away in mid @-@ interview.","However , Kody upsets his wives when he reveals he secretly chose Robyn 's wedding dress himself , which makes Christine feel so betrayed that she angrily walks away in mid @-@ interview.",0,reveal,reveals,none,"However , Kody upsets his wives when he","However , Kody upsets his wives when he reveals","However , Kody upsets his wives when he reveals he secretly chose Robyn 's",48.16989154,7.211677551
"In episode 5 , Kody , Christine , and their children take a trip to Las Vegas , which we later learn is the beginning of the Browns ' subsequent move to Las Vegas.","In episode 5 , Kody , Christine , and their children take a trip to Las Vegas , which we later learn is the beginning of the Browns ' subsequent move to Las Vegas.",0,learn,learn,none,"In episode 5 , Kody , Christine , and their children take a trip to Las Vegas , which we later","In episode 5 , Kody , Christine , and their children take a trip to Las Vegas , which we later learn","In episode 5 , Kody , Christine , and their children take a trip to Las Vegas , which we later learn is the beginning of the",15.05106958,1.697998295
"In the last episode before the hiatus , Robyn announces that she is expecting her and Kody 's first child.","In the last episode before the hiatus , Robyn announces she is expecting her and Kody 's first child.",0,announce,announces,that,"In the last episode before the hiatus , Robyn","In the last episode before the hiatus , Robyn announces","In the last episode before the hiatus , Robyn announces she is expecting her and",27.1319797,11.24460793
"By the end of the season , Meri and Kody maintained that they would continue their relationship.","By the end of the season , Meri and Kody maintained they would continue their relationship.",0,maintain,maintained,that,"By the end of the season , Meri and Kody","By the end of the season , Meri and Kody maintained","By the end of the season , Meri and Kody maintained they would continue their relationship.",22.84171081,14.37903786
"Los Angeles Times television critic Mary McNamara said she was intrigued by the matriarchal nature of the polygamist family , a unit that is traditionally considered patriarchal.","Los Angeles Times television critic Mary McNamara said she was intrigued by the matriarchal nature of the polygamist family , a unit that is traditionally considered patriarchal.",0,say,said,none,Los Angeles Times television critic Mary McNamara,Los Angeles Times television critic Mary McNamara said,Los Angeles Times television critic Mary McNamara said she was intrigued by the,17.90581012,4.749498963
"McNamara said the wives form the center of the family and that "" their bonds appear far stronger and more vital than the casual fondness with which they all treat Kody "".","McNamara said the wives form the center of the family and that "" their bonds appear far stronger and more vital than the casual fondness with which they all treat Kody "".",0,say,said,none,McNamara,McNamara said,McNamara said the wives form the center,47.49066782,4.194611788
"Velasco said it has "" a natural , honest presence in a genre fabled for the camera @-@ hogging antics of Jersey Shore "".","Velasco said it has "" a natural , honest presence in a genre fabled for the camera @-@ hogging antics of Jersey Shore "".",0,say,said,none,Velasco,Velasco said,"Velasco said it has "" a natural",39.93580866,6.295077801
"When the Brown family made an October 2010 appearance on The Oprah Winfrey Show , talk show host Oprah Winfrey said she found particularly fascinating the relationship between the sister wives.","When the Brown family made an October 2010 appearance on The Oprah Winfrey Show , talk show host Oprah Winfrey said she found particularly fascinating the relationship between the sister wives.",0,say,said,none,"When the Brown family made an October 2010 appearance on The Oprah Winfrey Show , talk show host Oprah Winfrey","When the Brown family made an October 2010 appearance on The Oprah Winfrey Show , talk show host Oprah Winfrey said","When the Brown family made an October 2010 appearance on The Oprah Winfrey Show , talk show host Oprah Winfrey said she found particularly fascinating the",34.92946842,4.64167136
"Elizabeth Tenety of The Washington Post called the series "" one part domestic drudgery , another part sensationalism "" and claimed it relied on a "" familiar reality TV recipe "" shared by other TLC series such as 19 Kids and Counting and Kate Plus 8.","Elizabeth Tenety of The Washington Post called the series "" one part domestic drudgery , another part sensationalism "" and claimed it relied on a "" familiar reality TV recipe "" shared by other TLC series such as 19 Kids and Counting and Kate Plus 8.",0,claim,claimed,none,"Elizabeth Tenety of The Washington Post called the series "" one part domestic drudgery , another part sensationalism "" and","Elizabeth Tenety of The Washington Post called the series "" one part domestic drudgery , another part sensationalism "" and claimed","Elizabeth Tenety of The Washington Post called the series "" one part domestic drudgery , another part sensationalism "" and claimed it relied on a """,21.35093731,6.062216759
