sentence,pseudo_that,verb,comp_type
"He explained , "" My original idea was a beggar with no legs who can actually shrink himself and climb inside your ear , and Chris Carter – and this is why he 's Chris Carter – said ' No , no , no ! I know what 's even better.","He explained , "" My original idea was a beggar with no legs who can actually shrink himself and climb inside your ear , and Chris Carter – and this is why he 's Chris Carter – said ' No , no , no ! I know what 's even better.",know,other
"' "" Shiban later said that "" ... one thing about this episode that I 'm sort of proud is that people often have told me that it is the most disgusting thought that they ever had , that this little man would actually enter your body and travel around inside you.","' "" Shiban later said "" ... one thing about this episode that I 'm sort of proud is that people often have told me that it is the most disgusting thought that they ever had , that this little man would actually enter your body and travel around inside you.",say,that
"' "" Shiban later said that "" ... one thing about this episode that I 'm sort of proud is that people often have told me that it is the most disgusting thought that they ever had , that this little man would actually enter your body and travel around inside you.","' "" Shiban later said that "" ... one thing about this episode that I 'm sort of proud is that people often have told me it is the most disgusting thought that they ever had , that this little man would actually enter your body and travel around inside you.",tell,that
"Ilt Jones , the location manager for the series , felt that the "" dated feel "" of the terminal added to the scene.","Ilt Jones , the location manager for the series , felt the "" dated feel "" of the terminal added to the scene.",feel,that
"He noted , "" if you look at newsreel footage of India , they always have old English cars from the sixties , the cruise line terminal in Long Beach was perfect.","He noted , "" if you look at newsreel footage of India , they always have old English cars from the sixties , the cruise line terminal in Long Beach was perfect.",note,none
"He noted , "" There was a squeak that had to let us know that it was him.","He noted , "" There was a squeak that had to let us know that it was him.",note,none
"He noted , "" There was a squeak that had to let us know that it was him.","He noted , "" There was a squeak that had to let us know it was him.",know,that
"It had to scare us [ ... ] Finally we came up with what we thought was just the right squeak and John [ Shiban ] said ' Okay , that 's the one.","It had to scare us [ ... ] Finally we came up with what we thought was just the right squeak and John [ Shiban ] said ' Okay , that 's the one.",say,none
"Producer Paul Rabwin was displeased with the final episode , noting , "" ' Badlaa ' was the one episode I did not like the most [ ... ] I think if I had done it different , I would have had John Shiban change the method of transportation.","Producer Paul Rabwin was displeased with the final episode , noting , "" ' Badlaa ' was the one episode I did not like the most [ ... ] I think if I had done it different , I would have had John Shiban change the method of transportation.",note,none
"Producer Paul Rabwin was displeased with the final episode , noting , "" ' Badlaa ' was the one episode I did not like the most [ ... ] I think if I had done it different , I would have had John Shiban change the method of transportation.","Producer Paul Rabwin was displeased with the final episode , noting , "" ' Badlaa ' was the one episode I did not like the most [ ... ] I think if I had done it different , I would have had John Shiban change the method of transportation.",think,none
I don 't think it ever worked on any level for me.,I don 't think it ever worked on any level for me.,think,none
"It was just weird and creepy , but I think the whole idea was distasteful to me.","It was just weird and creepy , but I think the whole idea was distasteful to me.",think,none
""" He later bluntly concluded that "" it 's the only episode that I kind of wish we hadn 't done.",""" He later bluntly concluded that "" it 's the only episode that I kind of wish we hadn 't done.",wish,none
"The episode earned a Nielsen household rating of 7 @.@ 3 , meaning that it was seen by 7 @.@ 3 % of the nation 's estimated households.","The episode earned a Nielsen household rating of 7 @.@ 3 , meaning it was seen by 7 @.@ 3 % of the nation 's estimated households.",mean,that
"The two noted that the episode was "" best "" when "" it 's at its most tasteless "" , citing the beggar "" crawling up the bottom of an obese man "" as "" pretty tasteless "".","The two noted the episode was "" best "" when "" it 's at its most tasteless "" , citing the beggar "" crawling up the bottom of an obese man "" as "" pretty tasteless "".",note,that
"Shearman and Pearson , however , noted that it suffered from the fact that "" it doesn 't have the courage of its convictions "".","Shearman and Pearson , however , noted it suffered from the fact that "" it doesn 't have the courage of its convictions "".",note,that
"He argued that it is an example of "" magnificently bad television "".","He argued it is an example of "" magnificently bad television "".",argue,that
